date;username;tweet;keyword;Normalisasi
28/06/2022 15.41;1234Mhmm;14  gagal masuk smp negeri 16 gagal masuk sma negeri 19  ga lolos sbmptn snmptn snmpn mandiri 20  gap year gagal la  ;gagal;14 gagal masuk smp negeri 16 gagal masuk sama negeri 19 tidak lolos sbmptn snmptn snmpn mandiri 20 gap year gagal la
28/06/2022 15.41;rahmatin_alfa;aku belum gagal  aku hanya berhenti disebuah koma  masih ada ba it kalimat yang kutempuh sebelum titik terakhir berjumpa ;gagal;aku belum gagal aku hanya berhenti disebuah koma masih ada ba it kalimat yang kutempuh sebelum titik terakhir berjumpa
28/06/2022 15.41;rrenebaes;jjur cape main pjsekai gagal fullcomb mulu;gagal;jjur cape main pjsekai gagal fullcomb mulu
28/06/2022 15.41;neveertheiess;atira gagal ga pake jilbab pas sma  thumbs up ;gagal;atira gagal tidak pake jilbab ketika sama thumbs up
28/06/2022 15.41;sariagri_id;rupiah selasa sore gagal bertahan jadi rp14831 per dolar as  sariagri pertanian;gagal;rupiah selasa sore gagal bertahan jadi rp14831 per dolar as sariagri pertanian
28/06/2022 15.40;RicedAnus;proses proses proses proses usaha gagal  bangun lagii  jatuh kena suplex  gapapa  nama jg manusia;gagal;proses proses proses proses usaha gagal bangun lagii jatuh kena suplex gapapa nama juga manusia
28/06/2022 15.40;LopikaArtha;mantap pak anies    backhand index pointing left  ok hand medium skin tone  ok hand medium skin tone  smiling face with smiling eyes  simak baik2 ya videonya  biar gx gagal fahan   backhand index pointing left  backhand index pointing left  ok hand medium skin tone  winking face  winking face  ;gagal;mantap pak anies backhand index pointing left ok hand medium skin tone ok hand medium skin tone smiling face with smiling eyes simak baik2 ya videonya biar gx gagal fahan backhand index pointing left backhand index pointing left ok hand medium skin tone winking face winking face
28/06/2022 15.40;SarahUms;gagal sekali kt bukit  nauseated face  ;gagal;gagal sekali kt bukit nauseated face
28/06/2022 15.39;hzrt_;punyalah maki hamun kerajaan kleptokrat la gagal la  sekali dapat sokongan dari kerajaan gagal kleptokrat terus auto suci  face with tears of joy  loudly crying face ;gagal;punyalah maki hamun kerajaan kleptokrat la gagal la sekali dapat sokongan dari kerajaan gagal kleptokrat terus auto suci face with tears of joy loudly crying face
28/06/2022 15.39;BengkeltanahONE; manusia gagal;gagal;manusia gagal
28/06/2022 15.39;VanillaBeanJoel;berawal dari iseng nonton akhirnya jadi salah satu anime favorit  singkat  padat  seru  dan bikin gagal move on  thumbs up  ;gagal;berawal dari iseng nonton akhirnya jadi salah satu anime favorit singkat padat seru dan bikin gagal move on thumbs up
28/06/2022 15.38;4dwyh_; 3 kali baru lulus  lesen auto 1st gagal dua2 2nd gagal litar 3rd baru lulus  rolling on the floor laughing ;gagal;3 kali baru lulus lesen auto 1st gagal dua2 2nd gagal litar 3rd baru lulus rolling on the floor laughing
28/06/2022 15.38;sahiloviie;aku gagal menjadi kul gara2 zar dan acel;gagal;aku gagal menjadi kul gara2 zar dan acel
28/06/2022 15.38;Takinchi;kesentil nggak egonya dikatain  gagal mulu  sama hanum  pak   face with tears of joy  rolling on the floor laughing  ;gagal;kesentil nggak egonya dikatain gagal mulu sama hanum pak face with tears of joy rolling on the floor laughing
28/06/2022 15.38;PasmanLimamenit;ketika gagal  tdk perlu mencari2 kesalahan org lain  cukup dipelajari  spy tidak perlu mengulangi kesalahan yg sama lagi ;gagal;ketika gagal tdk perlu mencari2 kesalahan orang lain cukup dipelajari spy tidak perlu mengulangi kesalahan yang sama lagi
28/06/2022 15.37;Adhitya551;jika kamu gagal mendapatkan sesuatu  hanya satu hal yang harus kamu lakukan  coba lagi ;gagal;jika kamu gagal mendapatkan sesuatu hanya satu hal yang harus kamu lakukan coba lagi
28/06/2022 15.37;tidnjem; download mvnya pke modem smartfren yg digantung di atap  nunggu 2 jam  terdownload 99  lalu gagal ;gagal;download mvnya pakai modem smartfren yang digantung di atap nunggu 2 jam terdownload 99 lalu gagal
28/06/2022 15.37;ajudannyai; aku juga suka gagal kalo ambil selca kayak gini  pertama  hp butut kedua  tangan suka tremor;gagal;aku juga suka gagal kalo ambil selca kayak gini pertama hp butut kedua tangan suka tremor
28/06/2022 15.37;QueenyoonaRP; kau gagal tetapi masih bisa mampu bangkit kembali karena itu menurutku arti dari kuat yg sebenarnya   hinta hyuuga ;gagal;kamu gagal tetapi masih bisa mampu bangkit kembali karena itu menurutku arti dari kuat yang sebenarnya hinta hyuuga
28/06/2022 15.37;na_dirs;meminta menghormati lgbt  lantas dianggap setuju dg mereka   meminta pikirkan nasib karyawan holywings  lantas dian  ;gagal;meminta menghormati lgbt lantas dianggap setuju dg mereka meminta pikirkan nasib karyawan holywings lantas dian
28/06/2022 15.37;ssya;wta shoope lg error kah  gagal mulu  sfu zonauang zonajajan ;gagal;wta shoope lagi error kah gagal mulu sfu zonauang zonajajan
28/06/2022 15.37;Inabiozi;btw minggu dpn diriku mau ngadain ga  smiling face with heart eyes  karna aku diterima di tempat kerja yg masih berbau medis  akhirnya goals ku  ;gagal;by the way minggu dpn diriku mau ngadain tidak smiling face with heart eyes karena aku diterima di tempat kerja yang masih berbau medis akhirnya goals aku
28/06/2022 15.36;C_MichellaJKT48; gagal dalam sebuah pertempuran akan lebih ksatria daripada gagal sebelum sempat menarik pedang ;gagal;gagal dalam sebuah pertempuran akan lebih ksatria daripada gagal sebelum sempat menarik pedang
28/06/2022 15.36;cacasbakery;  iyaa dulu banyak banget  dulu banyakan whatsapp fake sih  beneran yang bejejer jej  ;gagal;iyaa dulu banyak banget dulu banyakan whatsapp fake sih beneran yang bejejer jej
28/06/2022 15.36;f4irychaco;teruntuk diriku sendiri  jangan pernah bandingkan dirimu dengan orang lain kamu punya keistimewaan sendiri dan jang  ;gagal;teruntuk diriku sendiri jangan pernah bandingkan dirimu dengan orang lain kamu punya keistimewaan sendiri dan jang
28/06/2022 15.36;poutynu; pake paypal yaa  kayanya emang lagi engga bener deh soalnya tadi admin go pake paypal juga gagal terus;gagal;pake paypal yaa kayanya emang lagi engga bener deh soalnya tadi admin go pake paypal juga gagal terus
28/06/2022 15.36;Steave2093; min kok tiap mau upgrade ovo premier gagal terus pas mau scan wajah crash mulu nih appsnya  fixing dong;gagal;min kok tiap mau upgrade ovo premier gagal terus ketika mau scan wajah crash mulu ini appsnya fixing dong
28/06/2022 15.36;GanggangNavy;gagal hidup sehat face with steam from nose ;gagal;gagal hidup sehat face with steam from nose
28/06/2022 15.36;xxiaomg;tapi kayanya berat ya kalau mau naikkin harga pertalite  itukan kebijakan yg ngga populis  hahaha  negara udh gagal  ;gagal;tapi kayanya berat ya kalau mau naikkin harga pertalite itukan kebijakan yang tidak populis hahaha negara udah gagal
28/06/2022 15.35;otaloohc;   special delivery  kehidupan jang eun ha  kurir pengantar paket khusus yang tidak pernah gagal dalam melakukan mi  ;gagal;special delivery kehidupan jang eun ha kurir pengantar paket khusus yang tidak pernah gagal dalam melakukan mi
28/06/2022 15.35;bluebberryy_; anjrit wkwk produk gagal ngevlog  loudly crying face ;gagal;anjrit wkwk produk gagal ngevlog loudly crying face
28/06/2022 15.35;starkun_tk;yukino  banyak orang gagal karena mereka tidak memahami usaha yang diperlukan untuk menjadi sukses  oregairu syquote;gagal;yukino banyak orang gagal karena mereka tidak memahami usaha yang diperlukan untuk menjadi sukses oregairu syquote
28/06/2022 15.35;Putri_Kirana46;orang sukses selalu kelebihan cara   namun orang gagal selalu kelebihan alasan;gagal;orang sukses selalu kelebihan cara namun orang gagal selalu kelebihan alasan
28/06/2022 15.34;Ikipal_;1 kesalahan yg saya lakukan hari ini adalah  ada nyamuk yg bisa lolos dari keplakan tangan saya  itu artinya saya t  ;gagal;1 kesalahan yang saya lakukan hari ini adalah ada nyamuk yang bisa lolos dari keplakan tangan saya itu artinya saya t
28/06/2022 15.34;axel_zeed; halloo juga    true sangat  asalkan kita ada kemauan pasti selalu ada jalannya  lebih baik menyesa  ;gagal;halloo juga true sangat asalkan kita ada kemauan pasti selalu ada jalannya lebih baik menyesa
28/06/2022 15.34;powerenjher;udah bikin adonan starter kurang lebih 18jam malah gatot alias gagal total gara gara lupa nambahin gula plus keding  ;gagal;udah bikin adonan starter kurang lebih 18jam malah gatot alias gagal total gara gara lupa nambahin gula plus keding
28/06/2022 15.34;hqoyeon;  percobaan gagal  sg aha dah lah;gagal;percobaan gagal sg aha dah lah
28/06/2022 15.34;VivineAbdulah;orang sukses selalu kelebihan cara   namun orang gagal selalu kelebihan alasan;gagal;orang sukses selalu kelebihan cara namun orang gagal selalu kelebihan alasan
28/06/2022 15.33;txtdrcars;wkwkw puding gagal aih;gagal;wkwkw puding gagal aih
28/06/2022 15.33;demonmond; selamat siang  saya mau tanya kenapa di djp online saya mau download e form 2018 1770 selalu gagal und  ;gagal;selamat siang saya mau tanya kenapa di djp online saya mau download e form 2018 1770 selalu gagal und
28/06/2022 15.33;kloning_gagal; ko ganteng bangett;gagal;ko ganteng bangett
28/06/2022 15.33;2Fe2O3_3H2O;dichat oa linenya apakah pendaftarannya gagal bila lewat penutupan malah cuma dijawab akan diteruskan ke pihak terk  ;gagal;dichat oa linenya apakah pendaftarannya gagal bila lewat penutupan malah cuma dijawab akan diteruskan ke pihak terk
28/06/2022 15.33;Ez_inside;tidak ada kata gagal  yg ada hny belajar  semakin bnyk gagal  semakin berpengalaman ;gagal;tidak ada kata gagal yang ada hny belajar semakin banyak gagal semakin berpengalaman
28/06/2022 15.31;ESKOPIHITAMANIS; gagal terus ;gagal;gagal terus
28/06/2022 15.31;hafizotaksata; aku gagal motor time jpj  sebab jatuh titian cinta;gagal;aku gagal motor time jpj sebab jatuh titian cinta
28/06/2022 15.31;panggilrayen; galau   gagal galau;gagal;galau gagal galau
28/06/2022 15.31;AlzaIchsanK; pas coba register otp bermasalah  typing otp bermasalah  lanjut lgi pas berhasil malah tolong call cs karna gagal regist ;gagal;ketika coba register otp bermasalah typing otp bermasalah lanjut lagi ketika berhasil malah tolong call cs karena gagal regist
28/06/2022 15.31;cindyabella07;jika anda masih belum pernah gagal lagi  demi kebaikan pekerjaan barangkali anda perlu mengalaminya hargagpstrackergpstracker;gagal;jika anda masih belum pernah gagal lagi demi kebaikan pekerjaan barangkali anda perlu mengalaminya hargagpstrackergpstracker
28/06/2022 15.31;anggahandika20;  sudah mass  agak paham maksut  disini apa  tentang politik yakan  aku gab  ;gagal;sudah mass agak paham maksut disini apa tentang politik yakan aku gab
28/06/2022 15.30;thebaristalady;  coba daftar aplikasinya aja gagal terus gmn mau di pake deh    ;gagal;coba daftar aplikasinya aja gagal terus bagaimana mau di pake deh
28/06/2022 15.30;GugunDepan;kamu tak akan sukses jika tak pernah gagal  tak akan bahagia jika tak sedih  dan tak temukan cinta sejati jika tak patah hati ;gagal;kamu tidak akan sukses jika tidak pernah gagal tidak akan bahagia jika tidak sedih dan tidak temukan cinta sejati jika tidak patah hati
28/06/2022 15.30;Ozaa_sajaa;gua mulai sendiri  gua sengsara sendiri gua gagal sendiri dan gua bakal sukses sendiri ;gagal;aku mulai sendiri aku sengsara sendiri aku gagal sendiri dan aku bakal sukses sendiri
28/06/2022 15.30;skayangku;  aku gk ngutuk rezeki dia  cuman kalau tau apa yg aku laluin setahun ini jg susa  ;gagal;aku tidak ngutuk rezeki dia cuman kalau tau apa yang aku laluin setahun ini juga susa
28/06/2022 15.48;iis_teguh;diduga tidak kuat menahan beban keluarga seorang ayah nekat menyewa kuli panggul pasar ;beban;diduga tidak kuat menahan beban keluarga seorang ayah nekat menyewa kuli panggul pasar
28/06/2022 15.48;twinshinobiy; kalo angkat beban jadi olahrga;beban;kalo angkat beban jadi olahrga
28/06/2022 15.48;DloveTaehyung;ini klo i gaada kyanya org rumah pada bahagia deh kyanya beban nya hilang;beban;ini kalau i gaada kyanya orang rumah pada bahagia deh kyanya beban nya hilang
28/06/2022 15.48;Muinjeong; yuk syg tapi aku beban;beban;yuk syg tapi aku beban
28/06/2022 15.47;IDESFAEGER;          tsk   adara berdecak kala ceritanya dianggap sebagai dongeng anak anak  setidaknya  keha  ;beban;tsk adara berdecak kala ceritanya dianggap sebagai dongeng anak anak setidaknya keha
28/06/2022 15.47;timeipu;blm 20 tpi beban idup byk beut ajgg;beban;blm 20 tapi beban idup byk beut ajgg
28/06/2022 15.47;semogakayaaa;dan akhirnya beban tanggungan 1 terselesaikan ;beban;dan akhirnya beban tanggungan 1 terselesaikan
28/06/2022 15.45;kladestiny; hadeh gasadar klo dirinya jg beban;beban;hadeh gasadar kalau dirinya juga beban
28/06/2022 15.44;jvunqkoq;kalau chara rare nya emang nyaman buat dibawain ga beban suka aja ;beban;kalau chara rare nya emang nyaman buat dibawain tidak beban suka aja
28/06/2022 15.44;rnsdee;kita remaja yg sedang dimabuk beban hidup;beban;kita remaja yang sedang dimabuk beban hidup
28/06/2022 15.44;NajahHajazy;tahukah anda   semut dapat mengangkat beban 50 kali tubuhnya;beban;tahukah anda semut dapat mengangkat beban 50 kali tubuhnya
28/06/2022 15.44;swiss_dewi1;kalau dipikir pikir ternyata beban ini banyak banget yaa  gak habis pikir slightly smiling face ;beban;kalau dipikir pikir ternyata beban ini banyak banget yaa tidak habis pikir slightly smiling face
28/06/2022 15.43;druigsjacket; go 6jt les private 9jt quipper 500k eduka 100k wangsit 200k gundar 12jt   untung balik nnti   ukt 6jt loudly crying face   ;beban;go 6jt les private 9jt quipper 500k eduka 100k wangsit 200k gundar 12jt untung balik  nanti ukt 6jt loudly crying face
28/06/2022 15.42;Celilurbae; magesup doang   beban pikiran dr mana tu anjeng;beban;magesup doang beban pikiran dari mana tu anjeng
28/06/2022 15.42;opnnnpan;tolong lah  loudly crying face  loudly crying face  gak usah nambah nambahin beban idup ;beban;tolong lah loudly crying face loudly crying face tidak usah nambah nambahin beban idup
28/06/2022 15.42;CarelineSesb;jangan sesekali letakkan beban berlebihan pada soket  demi keselamatan anda  lebih baik anda hanya menggunakan satu  ;beban;jangan sesekali letakkan beban berlebihan pada soket demi keselamatan anda lebih baik anda hanya menggunakan satu
28/06/2022 15.41;bollychiious; mang yg tdi beban ;beban;mang yang tdi beban
28/06/2022 15.41;itsmeilifluous;capek hidup cuma jadi sapi perah tapi dikatain beban ;beban;capek hidup cuma jadi sapi perah tapi dikatain beban
28/06/2022 15.41;mayumipedasenak;pernah diposisi dicari walaupun cuma itu itu aja orangnya  beban bgt sumpah  duit abis dan ngerasa ngerepotin bgt w  ;beban;pernah diposisi dicari walaupun cuma itu itu aja orangnya beban banget sumpah duit abis dan ngerasa ngerepotin banget aku
28/06/2022 15.41;vllataenie; duh dikatain beban am anak tiktok  yailah bro  disappointed face ;beban;duh dikatain beban am anak tiktok yailah bro disappointed face
28/06/2022 15.40;beenAhuman; nah ini nih  kek beban bgt;beban;nah ini ini seperti beban banget
28/06/2022 15.39;cluescents;ketawa bgt  hobby gue beneran gemar nambahin beban ke sapa loudly crying face  loudly crying face  folded hands ;beban;ketawa banget hobby aku beneran gemar nambahin beban ke sapa loudly crying face loudly crying face folded hands
28/06/2022 15.39;ttmlfh; tapi beban mentalnya lumayan   ;beban;tapi beban mentalnya lumayan
28/06/2022 15.39;alcessia790; yg cewe beban;beban;yang cewe beban
28/06/2022 15.39;caaaaaaaaaaaa__;  ngam oh hilang beban 10k  upah tak duak 5k jak sama dirik nak ohh  face holding back tears ;beban;ngam oh hilang beban 10k upah tidak duak 5k jak sama dirik mau ohh face holding back tears
28/06/2022 15.38;missw1n;beban;beban;beban
28/06/2022 15.38;idntimes;bayi yang belum imunisasi jadi beban ganda pandemik ;beban;bayi yang belum imunisasi jadi beban ganda pandemik
28/06/2022 15.38;arnbear; awowkwk yang beban itu army tiktod  ;beban;awowkwk yang beban itu army tiktod
28/06/2022 15.38;bunbears_; fc cuma bonus  yang jadi point  nya jalan ceritanya itu sendirii  bawa santaii aja ygy grinning face with sweat  baca au buat hib  ;beban;fc cuma bonus yang jadi point nya jalan ceritanya itu sendirii bawa santaii aja ygy grinning face with sweat baca au buat hib
28/06/2022 15.37;matchabknrumput; go 4jt wangsit   buku dll   500k gojek bolak balik les yallah 50k les    lesnya 2x minggu sadhar 200k x  ;beban;go 4jt wangsit buku dan lain-lain 500k gojek bolak balik les yallah 50k les lesnya 2x minggu sadhar 200k x
28/06/2022 15.37;emeienaroui;alhamdulillah ya allah  ga jadi beban ortu folded hands  loudly crying face   allah tau baget keadaan hambanya;beban;alhamdulillah ya allah tidak jadi beban ortu folded hands loudly crying face allah tau baget keadaan hambanya
28/06/2022 15.37;elyapujautamii; sumpah beban bgt bacanya  ovt lagi kan gw face exhaling  face exhaling ;beban;sumpah beban banget bacanya ovt lagi kan aku face exhaling face exhaling
28/06/2022 15.37;Gheea12; plis deh  jangan nambah beban pikiran  sesungguhnya umat manusia jika mempersulit manusia laiinnya maka ia akan di azab;beban;plis deh jangan nambah beban pikiran sesungguhnya umat manusia jika mempersulit manusia laiinnya maka ia akan di azab
28/06/2022 15.36;jayblajar22;  sama  gue takut beban mental;beban;sama aku takut beban mental
28/06/2022 15.35;fsskroeppreal;menepilah  kamu nampak lelah  kemarilah  lepaskan beban bebanmu itu di pelukanku   ;beban;menepilah kamu nampak lelah kemarilah lepaskan beban bebanmu itu di pelukanku
28/06/2022 15.35;SutanNasrul; aturan penerbangan  bbm yg dipakai pada awal perjalanan harus dilebihkan dari konsumsi   ketika akan  ;beban;aturan penerbangan bbm yang dipakai pada awal perjalanan harus dilebihkan dari konsumsi ketika akan
28/06/2022 15.34;jivamagnolya; 1 460 jt  semoga tembus dimandiri biar ga terlalu jadi beban pensive face ;beban;1 460 jt semoga tembus dimandiri biar tidak terlalu jadi beban pensive face
28/06/2022 15.34;Mataminimaliz;ortu masih lengkap masih pada sehat juga tapi berasa banget mikul beban kebutuhan buat rumah udah gtu kedua ortu ra  ;beban;ortu masih lengkap masih pada sehat juga tapi berasa banget mikul beban kebutuhan buat rumah udah gitu kedua ortu ra
28/06/2022 15.34;leovaldhez;mpkt sampe akhir semester msh beban aje anjg;beban;mpkt sampe akhir semester msh beban aje anjg
28/06/2022 15.34;eolmay;haii i m back  akhirnyaa bisa twitteran 24 7 tanpa beban loudly crying face  yaa walaupun cmn wktu liburan semesteran ini doang smiling face with tear ;beban;haii i m back akhirnyaa bisa twitteran 24 7 tanpa beban loudly crying face yaa walaupun cmn wktu liburan semesteran ini doang smiling face with tear
28/06/2022 15.33;JakmaniaSkh;dear   udah  main lepas aja  jangan ada beban untuk menang  gua ga bakal kecewa ko kalo kalah  ekspekta  ;beban;dear udah main lepas aja jangan ada beban untuk menang aku tidak bakal kecewa ko kalo kalah ekspekta
28/06/2022 15.32;trejopriv; go 4jt an  buku the king 125k pendaftaran sbm 250k tiket kereta pp 140k hotel bareng temen 200k daftar  ;beban;go 4jt an buku the king 125k pendaftaran sbm 250k tiket kereta pp 140k hotel bareng temen 200k daftar
28/06/2022 15.32;oishiisoda; aku kira hidup aja udah beban   ternyata fangirling jd beban juga kl gini  ;beban;aku kira hidup aja udah beban ternyata fangirling jadi beban juga kalau gini
28/06/2022 15.32;shiroishiro00; makin terasa jadi beban keluarganya;beban;makin terasa jadi beban keluarganya
28/06/2022 15.31;mitsuoyaa;izumi walaupun tipikal pacar beban tp dia punya effort ;beban;izumi walaupun tipikal pacar beban tapi dia punya effort
28/06/2022 15.31;BNNyaaa;seberat apapun beban masalah yang kamu hadapi saat ini  percayalah bahwa semua itu tidak pernah melebihi batas kemampuan kamu  eaw;beban;seberat apapun beban masalah yang kamu hadapi saat ini percayalah bahwa semua itu tidak pernah melebihi batas kemampuan kamu eaw
28/06/2022 15.31;apocalypticola; tujuan utama gue sebenernya mau adek gue bisa pergi sejauh mungkin ngejar ambisinya tanpa mikir 2 k  ;beban;tujuan utama aku sebenernya mau adik aku bisa pergi sejauh mungkin ngejar ambisinya tanpa mikir 2 k
28/06/2022 15.31;luvrasa; beban hidup aja udah ribet  masa username sosmed ribet juga nanti pusing loudly crying face  loudly crying face  loudly crying face ;beban;beban hidup aja udah ribet masa username sosmed ribet juga nanti pusing loudly crying face loudly crying face loudly crying face
28/06/2022 15.31;karirfess;kr  hai  aku lulusan smk 2020  masih cari2 kerja  terus ada tawaran kuliah gratis  pleading face  aku bimbang soalnya hatiku pe  ;beban;kr hai aku lulusan smk 2020 masih cari2 kerja terus ada tawaran kuliah gratis pleading face aku bimbang soalnya hatiku pe
28/06/2022 15.31;merona_satire;  nih bun  apapun itu kita menanggung beban orang yg mengikuti kita  karena  apapun yang  ;beban;ini bun apapun itu kita menanggung beban orang yang mengikuti kita karena apapun yang
28/06/2022 15.31;HeikalYudha22;  alhamdillah  jangan latihan motor sel  tetaplah jadi beban buat temen2 lu  folded hands ;beban;alhamdillah jangan latihan motor sel tetaplah jadi beban buat temen2 kamu folded hands
28/06/2022 15.30;scraxsim;ga ada dosanya gangguin orang ini beban ;beban;tidak ada dosanya gangguin orang ini beban
28/06/2022 15.30;aesthethi;alhamdulillah finish for ecj  sparkles  beban berkurang satu persatu thumbs up light skin tone ;beban;alhamdulillah finish for ecj sparkles beban berkurang satu persatu thumbs up light skin tone
28/06/2022 15.30;strawberriesdk;habis itu beban hidupku abis deh  sisa 2 pc yang kebablasan nyoret aja  d;beban;habis itu beban hidupku abis deh sisa 2 pc yang kebablasan nyoret aja d
28/06/2022 15.30;__selviseptiani;hanya tidak ingin menjadi beban siapapun ;beban;hanya tidak ingin menjadi beban siapapun
28/06/2022 15.30;bucingranger;mama  dek  km tu kerjaannya haha hihi haha hihi gaada beban  enteng bgt hidupmu ya nak  aku setiap malam  ovt  mena  ;beban;mama dek kamu tu kerjaannya haha hihi haha hihi gaada beban enteng banget hidupmu ya mau aku setiap malam ovt mena
28/06/2022 15.29;Nadasenjaa_;aku sedang belajar membiasakan diri  sedang belajar bagaimana mengikhlaskan sebuah kepergian  belajar bagaimana mel  ;beban;aku sedang belajar membiasakan diri sedang belajar bagaimana mengikhlaskan sebuah kepergian belajar bagaimana mel
28/06/2022 15.29;deareveryonenu; aamiin kak  semangat yaa  kalo beban mu segitu  yakin deh reward yg allah kasih jauuh lebih lebih pok  ;beban;aamiin kak semangat yaa kalo beban mu segitu yakin deh reward yang allah kasih jauuh lebih lebih pok
28/06/2022 15.29;rrrrrafla;  makanya mending main sama orang yg emang nganggep kamu teammate  bukan beban atau sampah apapun role mu ;beban;makanya mending main sama orang yang emang nganggep kamu teammate bukan beban atau sampah apapun role mu
28/06/2022 15.29;Yayaya4858859;  ya beda nder  bawa beban hidupnya nambah soalnya  face with tears of joy ;beban;ya beda sender bawa beban hidupnya nambah soalnya face with tears of joy
28/06/2022 15.28;mignoen; si paling bukan beban;beban;si paling bukan beban
28/06/2022 15.28;markleesnct;taii nambah beban ultah deui ini anjiirrlah  clown face  clown face  clown face ;beban;taii nambah beban ultah deui ini anjiirrlah clown face clown face clown face
28/06/2022 15.28;foxiew00;jadi  adik gw kayanya kalo daftar st4n kayanya pastitlolos  w tahu kemampuan di tes sejenis cpns bagus banget  masa  ;beban;jadi adik aku kayanya kalo daftar st4n kayanya pastitlolos aku tahu kemampuan di tes sejenis cpns bagus banget masa
28/06/2022 15.28;TrisaktiMebel;biasakan segera mencuci piring kotor di dapur  semakin cepat anda melakukannya  maka beban anda menjaga kebersihan dapur akan semakin ringan;beban;biasakan segera mencuci piring kotor di dapur semakin cepat anda melakukannya maka beban anda menjaga kebersihan dapur akan semakin ringan
28/06/2022 15.27;telurasin99; kalian akan masuk janah dengan damai    kalimat hadits ini berperan sebagai slogan kaum mukminin yang mampu meletu  ;beban;kalian akan masuk janah dengan damai kalimat hadits ini berperan sebagai slogan kaum mukminin yang mampu meletu
28/06/2022 15.27;akunkiia; wajib banget ini mah  kalau ga jadi beban keluarga lagi    ;beban;wajib banget ini mah kalau tidak jadi beban keluarga lagi
28/06/2022 15.27;Cmeansevrything;ngga soalnya gada duit wkwkwk alhamdulilah jd ga nambah beban di lemari buku  pensive face  ;beban;tidak soalnya gada duit wkwkwk alhamdulilah jadi tidak nambah beban di lemari buku pensive face
28/06/2022 15.26;Rizkamylndp_;merekapun pasti memiliki masalah masing masing saya hanya tidak ingin menjadi beban pikiran mereka juga dan lagi ti  ;beban;merekapun pasti memiliki masalah masing masing saya hanya tidak ingin menjadi beban pikiran mereka juga dan lagi ti
28/06/2022 15.26;luvhcssi; kalo kaya gini mending ga usah solo  beban;beban;kalo kaya gini mending tidak usah solo beban
28/06/2022 15.26;yourmarkl;yh 2 beban pikiran w hari ini sudab hilang n sudah jelas ;beban;yah 2 beban pikiran aku hari ini sudab hilang dan sudah jelas
28/06/2022 15.25;kyrhmaa;sgt amt mjd beban;beban;sgt amt mjd beban
28/06/2022 15.25;nrqmrr; iya enak bangun bangun udah gada beban wkwk;beban;iya enak bangun bangun udah gada beban wkwk
28/06/2022 15.25;dearzenin; gue sih udah gak stress gak jadi beban juga  wong gue gak ada beban  cuma ini gak tepat dikatakan stress   ;beban;aku sih udah tidak stress tidak jadi beban juga wong aku tidak ada beban cuma ini tidak tepat dikatakan stress
28/06/2022 15.25;reysarosdayanti;antara senang sama beban;beban;antara senang sama beban
28/06/2022 15.25;Memosastra5;ekspektasi masyarakat terhadap tampilnya anies rasyid baswedan menjadikan biaya kampanye capresnya akan menjadi san  ;beban;ekspektasi masyarakat terhadap tampilnya anies rasyid baswedan menjadikan biaya kampanye capresnya akan menjadi san
28/06/2022 15.25;KataPematah;  ya syukur kalau gak pernah  suci berarti  kalau aku sama teman ya sering  namanya juga candaan  ;beban;ya syukur kalau tidak pernah suci berarti kalau aku sama teman ya sering namanya juga candaan
28/06/2022 15.24;hoonsyoung; ini yg jadi beban pikiran gue daritadii;beban;ini yang jadi beban pikiran aku daritadii
28/06/2022 15.24;kiyeounlino; bener bangett  mereka yg nemenin dari jaman masih jadi bocil alay sampe skrg banyak beban hidup  masa  ;beban;bener bangett mereka yang nemenin dari jaman masih jadi bocil alay sampe skrg banyak beban hidup masa
28/06/2022 15.23;_Andrizbarant__; jan aku banget kuwi  diutangi adalah beban  beaming face with smiling eyes  beaming face with smiling eyes  beaming face with smiling eyes ;beban;jan aku banget kuwi diutangi adalah beban beaming face with smiling eyes beaming face with smiling eyes beaming face with smiling eyes
28/06/2022 15.23;najmaanjay;gue td cuma bilang kalo temen gue keterima di smk 1 jkt  trs mak gue malah ngomong  kalo ngomong begitu tu pgn mara  ;beban;aku td cuma bilang kalo temen aku keterima di smk 1 jkt terus mak aku malah ngomong kalo ngomong begitu tu pgn mara
28/06/2022 15.23;4ddest; memang beban keluarga;beban;memang beban keluarga
28/06/2022 15.23;windflowersss; kalo aku lebih ke beban timbangan sih sbenarny;beban;kalo aku lebih ke beban timbangan sih sbenarny
28/06/2022 15.22;juhaiman15; seharusnya ikn ngga dibuat  beban rakyat saja ;beban;seharusnya ikn tidak dibuat beban rakyat saja
28/06/2022 15.22;melicoww; tersenyum beban;beban;tersenyum beban
28/06/2022 15.22;MalaysiaGazette;kurangkan beban kos rakyat malaysiagazette ;beban;kurangkan beban kos rakyat malaysiagazette
28/06/2022 15.21;erlnmyrsh;lagian kenapa sih harus bikin gua mikir yg enggak enggak  emng ga kepikiran apa klo omongan lu bakal jdi beban pikiran orang lain bangsat;beban;lagian kenapa sih harus bikin aku mikir yang enggak enggak emng tidak kepikiran apa kalau omongan kamu bakal jadi beban pikiran orang lain bangsat
28/06/2022 15.21;oktiasr;menatap langit lalu berbagi cerita  berharap beban ini terbagi sedikit  ingin berteriak kepada semesta bahwa ini cu  ;beban;menatap langit lalu berbagi cerita berharap beban ini terbagi sedikit ingin berteriak kepada semesta bahwa ini cu
28/06/2022 15.21;prilaprilia8;si beban keluarga  slightly smiling face  ;beban;si beban keluarga slightly smiling face
