date,username,tweet,keyword,Normalisasi,TOKENIZATION,STOP_REMOVAL,STEMMED
2022-06-28 08:48:32+00:00,vampire_jalu, target gagal tercapai  dikira bakal dapetin politisi muda cerdas  ternyata cuma remahan buzzer khusus ibu  ,gagal,target gagal tercapai dikira bakal dapetin politisi muda cerdas ternyata cuma remahan buzzer khusus ibu,"['target', 'gagal', 'tercapai', 'dikira', 'bakal', 'dapetin', 'politisi', 'muda', 'cerdas', 'ternyata', 'cuma', 'remahan', 'buzzer', 'khusus', 'ibu']","['target', 'gagal', 'tercapai', 'dapetin', 'politisi', 'muda', 'cerdas', 'remahan', 'buzzer', 'khusus']",target gagal capai dapetin politis muda cerdas remah buzzer khusus
2022-06-28 08:48:22+00:00,BobKhairool__My,  ini proses beberapa siri perbincangan  umno berkeras mahu bebaskan kluster mahkamah  anwa  ,gagal,ini proses beberapa siri perbincangan umno berkeras mahu bebaskan kluster mahkamah anwa,"['ini', 'proses', 'beberapa', 'siri', 'perbincangan', 'umno', 'berkeras', 'mahu', 'bebaskan', 'kluster', 'mahkamah', 'anwa']","['proses', 'siri', 'perbincangan', 'umno', 'berkeras', 'mahu', 'bebaskan', 'kluster', 'mahkamah', 'anwa']",proses siri bincang umno keras mahu bebas kluster mahkamah anwa
2022-06-28 08:48:09+00:00,Icangtip_,bbrp tahun lalu malah saya stress gegara hasil snmptn dan sbmptn saya gagal  ini kok ada ya manusia begini nih ,gagal,beberapa tahun lalu malah saya stress karena hasil snmptn dan sbmptn saya gagal ini kok ada ya manusia begini ini,"['beberapa', 'tahun', 'lalu', 'malah', 'saya', 'stress', 'karena', 'hasil', 'snmptn', 'dan', 'sbmptn', 'saya', 'gagal', 'ini', 'kok', 'ada', 'ya', 'manusia', 'begini', 'ini']","['stress', 'hasil', 'snmptn', 'sbmptn', 'gagal', 'manusia']",stress hasil snmptn sbmptn gagal manusia
2022-06-28 08:48:03+00:00,andriiuyy,tai gara  strada nonton konser jdi gagal bgst,gagal,tai gara strada nonton konser jadi gagal bangsat,"['tai', 'gara', 'strada', 'nonton', 'konser', 'jadi', 'gagal', 'bangsat']","['tai', 'gara', 'strada', 'nonton', 'konser', 'gagal', 'bangsat']",tai gara strada nonton konser gagal bangsat
2022-06-28 08:48:02+00:00,MSandy22,  hoki atau nggak  mereka ttp juara  sportif aja kita sbg fans  inter gagal scudetto k  ,gagal,hoki atau tidak mereka tetap juara sportif aja kita sebagai fans inter gagal scudetto k,"['hoki', 'atau', 'tidak', 'mereka', 'tetap', 'juara', 'sportif', 'aja', 'kita', 'sebagai', 'fans', 'inter', 'gagal', 'scudetto', 'k']","['hoki', 'juara', 'sportif', 'aja', 'fans', 'inter', 'gagal', 'scudetto', 'k']",hoki juara sportif aja fans inter gagal scudetto k
2022-06-28 08:47:57+00:00,apriliadmynti,ya ampun  sedih bener cmn mau liburan aja gagal mulu,gagal,ya ampun sedih bener cuma mau liburan aja gagal mulu,"['ya', 'ampun', 'sedih', 'bener', 'cuma', 'mau', 'liburan', 'aja', 'gagal', 'mulu']","['ampun', 'sedih', 'bener', 'liburan', 'aja', 'gagal', 'mulu']",ampun sedih bener libur aja gagal mulu
2022-06-28 08:47:49+00:00,WSobir,gagal mencoba,gagal,gagal mencoba,"['gagal', 'mencoba']","['gagal', 'mencoba']",gagal coba
2022-06-28 08:47:38+00:00,Mismar___, ini gagal ,gagal,ini gagal,"['ini', 'gagal']",['gagal'],gagal
2022-06-28 08:47:17+00:00,fbrrrnnnn, melu alure ae wes  mengko lek gagal kan yo dadi lawakan  iso dievaluasi ,gagal,melu alure ae sudah mengko lek gagal kan yo dadi lawakan bisa dievaluasi,"['melu', 'alure', 'ae', 'sudah', 'mengko', 'lek', 'gagal', 'kan', 'yo', 'dadi', 'lawakan', 'bisa', 'dievaluasi']","['melu', 'alure', 'ae', 'mengko', 'lek', 'gagal', 'dadi', 'lawakan', 'dievaluasi']",melu alure ae mengko lek gagal dadi lawa evaluasi
2022-06-28 08:47:06+00:00,EVILTEXT, aku januari kmrn jg gagal tp suka krn adem  ,gagal,aku januari kemarin juga gagal tapi suka karena adem,"['aku', 'januari', 'kemarin', 'juga', 'gagal', 'tapi', 'suka', 'karena', 'adem']","['januari', 'kemarin', 'gagal', 'suka', 'adem']",januari kemarin gagal suka adem
2022-06-28 08:46:49+00:00,bossku_team,    ,gagal,,[''],[''],
2022-06-28 08:46:42+00:00,irwanblr,  uda jelasin dgn kalimat baik  msh gagal paham   ,gagal,udah jelasin dengan kalimat baik masih gagal paham,"['udah', 'jelasin', 'dengan', 'kalimat', 'baik', 'masih', 'gagal', 'paham']","['udah', 'jelasin', 'kalimat', 'gagal', 'paham']",udah jelasin kalimat gagal paham
2022-06-28 08:46:34+00:00,ezaraidd,aku juga ada handsfree yang menurutku cukup mahal  dan itupun tidak bertahan lama  bukan karena product nya gagal a  ,gagal,aku juga ada handsfree yang menurutku cukup mahal dan itupun tidak bertahan lama bukan karena product nya gagal a,"['aku', 'juga', 'ada', 'handsfree', 'yang', 'menurutku', 'cukup', 'mahal', 'dan', 'itupun', 'tidak', 'bertahan', 'lama', 'bukan', 'karena', 'product', 'nya', 'gagal', 'a']","['handsfree', 'menurutku', 'mahal', 'itupun', 'bertahan', 'product', 'nya', 'gagal', 'a']",handsfree turut mahal itu tahan product nya gagal a
2022-06-28 08:46:28+00:00,brrrrrrrrrro,time nak jpj test tu ada cakap kat pemeriksa  cik nanti tolong tunjuk jalan  saya tak berapa bagus sangat bab ingat  ,gagal,time mau jpj test itu ada cakap kat pemeriksa cik nanti tolong tunjuk jalan saya tidak berapa bagus sangat bab ingat,"['time', 'mau', 'jpj', 'test', 'itu', 'ada', 'cakap', 'kat', 'pemeriksa', 'cik', 'nanti', 'tolong', 'tunjuk', 'jalan', 'saya', 'tidak', 'berapa', 'bagus', 'sangat', 'bab', 'ingat']","['time', 'jpj', 'test', 'cakap', 'kat', 'pemeriksa', 'cik', 'tolong', 'jalan', 'bagus', 'bab']",time jpj test cakap kat periksa cik tolong jalan bagus bab
2022-06-28 08:46:23+00:00,urlply,cie otw gagal taruhan,gagal,cie otw gagal taruhan,"['cie', 'otw', 'gagal', 'taruhan']","['cie', 'otw', 'gagal', 'taruhan']",cie otw gagal taruh
2022-06-28 08:46:17+00:00,mass_errr,stop bandingkan pencpain lu sama org lain  stiap org bda jalan nya  ngga usah minder liat og lain udah sukses di us  ,gagal,stop bandingkan pencpain kamu sama orang lain stiap orang bda jalan nya tidak usah minder liat og lain udah sukses di us,"['stop', 'bandingkan', 'pencpain', 'kamu', 'sama', 'orang', 'lain', 'stiap', 'orang', 'bda', 'jalan', 'nya', 'tidak', 'usah', 'minder', 'liat', 'og', 'lain', 'udah', 'sukses', 'di', 'us']","['stop', 'bandingkan', 'pencpain', 'orang', 'stiap', 'orang', 'bda', 'jalan', 'nya', 'minder', 'liat', 'og', 'udah', 'sukses', 'us']",stop banding pencpain orang stiap orang bda jalan nya minder liat og udah sukses us
2022-06-28 08:45:39+00:00,BPJSTKinfo,    nama perusahaan      nomor handphone      alamat email      kendala pengkinian data   gagal foto biometri  ,gagal,nama perusahaan nomor handphone alamat email kendala pengkinian data gagal foto biometri,"['nama', 'perusahaan', 'nomor', 'handphone', 'alamat', 'email', 'kendala', 'pengkinian', 'data', 'gagal', 'foto', 'biometri']","['nama', 'perusahaan', 'nomor', 'handphone', 'alamat', 'email', 'kendala', 'pengkinian', 'data', 'gagal', 'foto', 'biometri']",nama usaha nomor handphone alamat email kendala kini data gagal foto biometri
2022-06-28 08:45:37+00:00,budi_seth, heskey  morientes  voronin  crouch  carroll  balotelli  benteke  lambert  solanke dan maaf lord origi  ,gagal,heskey morientes voronin crouch carroll balotelli benteke lambert solanke dan maaf lord origi,"['heskey', 'morientes', 'voronin', 'crouch', 'carroll', 'balotelli', 'benteke', 'lambert', 'solanke', 'dan', 'maaf', 'lord', 'origi']","['heskey', 'morientes', 'voronin', 'crouch', 'carroll', 'balotelli', 'benteke', 'lambert', 'solanke', 'maaf', 'lord', 'origi']",heskey morientes voronin crouch carroll balotelli benteke lambert solanke maaf lord origi
2022-06-28 08:45:37+00:00,Om_sipil,tidak ada yang gagal   seorang ayah  sosok  ayah tidak pernah gagal   kembalilah ke ibumu nak ,gagal,tidak ada yang gagal seorang ayah sosok ayah tidak pernah gagal kembalilah ke ibumu mau,"['tidak', 'ada', 'yang', 'gagal', 'seorang', 'ayah', 'sosok', 'ayah', 'tidak', 'pernah', 'gagal', 'kembalilah', 'ke', 'ibumu', 'mau']","['gagal', 'ayah', 'sosok', 'ayah', 'gagal', 'kembalilah', 'ibumu']",gagal ayah sosok ayah gagal kembali ibu
2022-06-28 08:45:25+00:00,yoongisexiest,hrus irit  kuota ni  gara  download dmd konser ni pasti anjir gagal mlu jdinya boros bgt ,gagal,hrus irit kuota ni gara download dmd konser ni pasti anjing gagal mlu jdinya boros banget,"['hrus', 'irit', 'kuota', 'ni', 'gara', 'download', 'dmd', 'konser', 'ni', 'pasti', 'anjing', 'gagal', 'mlu', 'jdinya', 'boros', 'banget']","['hrus', 'irit', 'kuota', 'ni', 'gara', 'download', 'dmd', 'konser', 'ni', 'anjing', 'gagal', 'mlu', 'jdinya', 'boros', 'banget']",hrus irit kuota ni gara download dmd konser ni anjing gagal mlu jdinya boros banget
2022-06-28 08:45:22+00:00,swastamitagvrlz,gagal makan milidi lagi,gagal,gagal makan milidi lagi,"['gagal', 'makan', 'milidi', 'lagi']","['gagal', 'makan', 'milidi']",gagal makan milidi
2022-06-28 08:45:04+00:00,oureocone, tulus kalo bikin lagu ga pernah gagal si t  t,gagal,tulus kalo bikin lagu tidak pernah gagal si itu itu,"['tulus', 'kalo', 'bikin', 'lagu', 'tidak', 'pernah', 'gagal', 'si', 'itu', 'itu']","['tulus', 'kalo', 'bikin', 'lagu', 'gagal']",tulus kalo bikin lagu gagal
2022-06-28 08:44:47+00:00,bellezzasky,rangkuman dunia bulan ini  srilanka bangkrut gabisa bayar pns  russia gagal bayar utang gara gara euroclear  indon  ,gagal,rangkuman dunia bulan ini srilanka bangkrut gabisa bayar pns russia gagal bayar utang gara gara euroclear indon,"['rangkuman', 'dunia', 'bulan', 'ini', 'srilanka', 'bangkrut', 'gabisa', 'bayar', 'pns', 'russia', 'gagal', 'bayar', 'utang', 'gara', 'gara', 'euroclear', 'indon']","['rangkuman', 'dunia', 'srilanka', 'bangkrut', 'gabisa', 'bayar', 'pns', 'russia', 'gagal', 'bayar', 'utang', 'gara', 'gara', 'euroclear', 'indon']",rangkum dunia srilanka bangkrut gabisa bayar pns russia gagal bayar utang gara gara euroclear indon
2022-06-28 08:44:39+00:00,404blinks,  hah  sejak kapan ydm gagal  yedam kuliah tahun ini  jihoon sendiri yang bilang waktu fansign  k  ,gagal,hah sejak kapan ydm gagal yedam kuliah tahun ini jihoon sendiri yang bilang waktu fansign k,"['hah', 'sejak', 'kapan', 'ydm', 'gagal', 'yedam', 'kuliah', 'tahun', 'ini', 'jihoon', 'sendiri', 'yang', 'bilang', 'waktu', 'fansign', 'k']","['hah', 'ydm', 'gagal', 'yedam', 'kuliah', 'jihoon', 'bilang', 'fansign', 'k']",hah ydm gagal yedam kuliah jihoon bilang fansign k
2022-06-28 08:44:30+00:00,THapray, nurunin harga migor aja gagal        ,gagal,nurunin harga migor aja gagal,"['nurunin', 'harga', 'migor', 'aja', 'gagal']","['nurunin', 'harga', 'migor', 'aja', 'gagal']",nurunin harga migor aja gagal
2022-06-28 08:44:26+00:00,AutumnPalmate, bisa kak udah kebuka dari malam tadi kalo punyaku  udah dapet token pembayaran juga  tapi pas mau bayar malah gagal terus ,gagal,bisa kak udah kebuka dari malam tadi kalo punyaku udah dapet token pembayaran juga tapi ketika mau bayar malah gagal terus,"['bisa', 'kak', 'udah', 'kebuka', 'dari', 'malam', 'tadi', 'kalo', 'punyaku', 'udah', 'dapet', 'token', 'pembayaran', 'juga', 'tapi', 'ketika', 'mau', 'bayar', 'malah', 'gagal', 'terus']","['kak', 'udah', 'kebuka', 'malam', 'kalo', 'punyaku', 'udah', 'dapet', 'token', 'pembayaran', 'bayar', 'gagal']",kak udah buka malam kalo punya udah dapet token bayar bayar gagal
2022-06-28 08:44:23+00:00,DPRIANx25, gua gagal paham ung,gagal,aku gagal paham ung,"['aku', 'gagal', 'paham', 'ung']","['gagal', 'paham', 'ung']",gagal paham ung
2022-06-28 08:44:19+00:00,BPJSTKinfo, bank yang bekerja sama dengan bpjamsostek yaitu bank bri  bni  bjb  btn dan mandiri  namun  jika terjadi  ,gagal,bank yang bekerja sama dengan bpjamsostek yaitu bank bri bni bjb btn dan mandiri namun jika terjadi,"['bank', 'yang', 'bekerja', 'sama', 'dengan', 'bpjamsostek', 'yaitu', 'bank', 'bri', 'bni', 'bjb', 'btn', 'dan', 'mandiri', 'namun', 'jika', 'terjadi']","['bank', 'bpjamsostek', 'bank', 'bri', 'bni', 'bjb', 'btn', 'mandiri']",bank bpjamsostek bank bri bni bjb btn mandiri
2022-06-28 08:44:09+00:00,kdrch_, dua kali karena yg satu gagal  ,gagal,dua kali karena yang satu gagal,"['dua', 'kali', 'karena', 'yang', 'satu', 'gagal']","['kali', 'gagal']",kali gagal
2022-06-28 08:44:08+00:00,YehezkielSugiy1,  maslahnya tahun perubahan iklim yang membuat panen gagal  ga yaki  ,gagal,masalahnya tahun perubahan iklim yang membuat panen gagal tidak yaki,"['masalahnya', 'tahun', 'perubahan', 'iklim', 'yang', 'membuat', 'panen', 'gagal', 'tidak', 'yaki']","['perubahan', 'iklim', 'panen', 'gagal', 'yaki']",ubah iklim panen gagal yaki
2022-06-28 08:44:03+00:00,Dholvie_Mamonto,sebab reklamasi yg didukung opung luhut mentri segala urusan pun bisa gagal di tanagan anies   ,gagal,sebab reklamasi yang didukung opung luhut mentri segala urusan pun bisa gagal di tanagan anies,"['sebab', 'reklamasi', 'yang', 'didukung', 'opung', 'luhut', 'mentri', 'segala', 'urusan', 'pun', 'bisa', 'gagal', 'di', 'tanagan', 'anies']","['reklamasi', 'didukung', 'opung', 'luhut', 'mentri', 'urusan', 'gagal', 'tanagan', 'anies']",reklamasi dukung opung luhut tri urus gagal tanagan anies
2022-06-28 08:43:52+00:00,EddyCodoMrTaboh, bukan bermakna gagal selamanya tetapi   fam nak menarik balik pengambilan pemain naturalisasi kerana pengurus kim memerlukan  ,gagal,bukan bermakna gagal selamanya tetapi family mau menarik balik pengambilan pemain naturalisasi kerana pengurus kim memerlukan,"['bukan', 'bermakna', 'gagal', 'selamanya', 'tetapi', 'family', 'mau', 'menarik', 'balik', 'pengambilan', 'pemain', 'naturalisasi', 'kerana', 'pengurus', 'kim', 'memerlukan']","['bermakna', 'gagal', 'family', 'menarik', 'pengambilan', 'pemain', 'naturalisasi', 'kerana', 'pengurus', 'kim']",makna gagal family tarik ambil main naturalisasi rana urus kim
2022-06-28 08:43:48+00:00,BPJSTKinfo, perihal kendala gagal pengkinian data  dapat kami informasikan apabila untuk keperluan klaim dana jaminan  ,gagal,perihal kendala gagal pengkinian data dapat kami informasikan apabila untuk keperluan klaim dana jaminan,"['perihal', 'kendala', 'gagal', 'pengkinian', 'data', 'dapat', 'kami', 'informasikan', 'apabila', 'untuk', 'keperluan', 'klaim', 'dana', 'jaminan']","['perihal', 'kendala', 'gagal', 'pengkinian', 'data', 'informasikan', 'keperluan', 'klaim', 'dana', 'jaminan']",perihal kendala gagal kini data informasi perlu klaim dana jamin
2022-06-28 08:43:38+00:00,tribunkaltim,dua kali gagal  celine evangelista beberkan hal terpenting dalam berumah tangga  percaya      ,gagal,dua kali gagal celine evangelista beberkan hal terpenting dalam berumah tangga percaya,"['dua', 'kali', 'gagal', 'celine', 'evangelista', 'beberkan', 'hal', 'terpenting', 'dalam', 'berumah', 'tangga', 'percaya']","['kali', 'gagal', 'celine', 'evangelista', 'beberkan', 'terpenting', 'berumah', 'tangga', 'percaya']",kali gagal celine evangelista kan penting rumah tangga percaya
2022-06-28 08:43:19+00:00,aromadhona75,yang kau sukai belum tentu baik bagimu  sebagian kesenangan adalah cara gembira untuk gagal,gagal,yang kamu sukai belum tentu baik bagimu sebagian kesenangan adalah cara gembira untuk gagal,"['yang', 'kamu', 'sukai', 'belum', 'tentu', 'baik', 'bagimu', 'sebagian', 'kesenangan', 'adalah', 'cara', 'gembira', 'untuk', 'gagal']","['sukai', 'bagimu', 'kesenangan', 'gembira', 'gagal']",suka bagi senang gembira gagal
2022-06-28 08:43:12+00:00,dincny, semangat  gapapa sekarang gagal  dikata in  aku kadang juga gitu  tp percaya masa depannya bisa jadi ka  ,gagal,semangat gapapa sekarang gagal dikata in aku kadang juga gitu tapi percaya masa depannya bisa jadi ka,"['semangat', 'gapapa', 'sekarang', 'gagal', 'dikata', 'in', 'aku', 'kadang', 'juga', 'gitu', 'tapi', 'percaya', 'masa', 'depannya', 'bisa', 'jadi', 'ka']","['semangat', 'gapapa', 'gagal', 'dikata', 'in', 'kadang', 'gitu', 'percaya', 'depannya', 'ka']",semangat gapapa gagal kata in kadang gitu percaya depan ka
2022-06-28 08:42:58+00:00,olioogio, sini kak coba unblock  gagal gk usa bayar ,gagal,sini kak coba unblock gagal tidak usah bayar,"['sini', 'kak', 'coba', 'unblock', 'gagal', 'tidak', 'usah', 'bayar']","['kak', 'coba', 'unblock', 'gagal', 'bayar']",kak coba unblock gagal bayar
2022-06-28 08:42:58+00:00,rizkirentisia,hujan tidak pernah gagal untuk menarik kemasa masa yg bahkan tidak pernah terpikirkan lagi saat senggang,gagal,hujan tidak pernah gagal untuk menarik kemasa masa yang bahkan tidak pernah terpikirkan lagi saat senggang,"['hujan', 'tidak', 'pernah', 'gagal', 'untuk', 'menarik', 'kemasa', 'masa', 'yang', 'bahkan', 'tidak', 'pernah', 'terpikirkan', 'lagi', 'saat', 'senggang']","['hujan', 'gagal', 'menarik', 'kemasa', 'terpikirkan', 'senggang']",hujan gagal tarik masa pikir senggang
2022-06-28 08:42:26+00:00,chaheryeong,orang sukses adalah org gagal yang tidak menyerah ,gagal,orang sukses adalah orang gagal yang tidak menyerah,"['orang', 'sukses', 'adalah', 'orang', 'gagal', 'yang', 'tidak', 'menyerah']","['orang', 'sukses', 'orang', 'gagal', 'menyerah']",orang sukses orang gagal serah
2022-06-28 08:42:25+00:00,0verthelazydog, gagal gantang ,gagal,gagal gantang,"['gagal', 'gantang']","['gagal', 'gantang']",gagal gantang
2022-06-28 08:42:23+00:00,antjuk77,   dan selalu gagal fokus dengan pak wagub  itu mau nangis karena pasti jadi bamp  ,gagal,dan selalu gagal fokus dengan pak wagub itu mau nangis karena pasti jadi bamp,"['dan', 'selalu', 'gagal', 'fokus', 'dengan', 'pak', 'wagub', 'itu', 'mau', 'nangis', 'karena', 'pasti', 'jadi', 'bamp']","['gagal', 'fokus', 'wagub', 'nangis', 'bamp']",gagal fokus wagub nang bamp
2022-06-28 08:42:18+00:00,nuuraimuni,  kali   st time exam sangkut dekat simpang jalan  kesalahan ialah selekoh makan jalan  jpj tu minta berhenti tepi  ,gagal,kali st time exam sangkut dekat simpang jalan kesalahan ialah selekoh makan jalan jpj itu minta berhenti tepi,"['kali', 'st', 'time', 'exam', 'sangkut', 'dekat', 'simpang', 'jalan', 'kesalahan', 'ialah', 'selekoh', 'makan', 'jalan', 'jpj', 'itu', 'minta', 'berhenti', 'tepi']","['kali', 'st', 'time', 'exam', 'sangkut', 'simpang', 'jalan', 'kesalahan', 'selekoh', 'makan', 'jalan', 'jpj', 'berhenti', 'tepi']",kali st time exam sangkut simpang jalan salah selekoh makan jalan jpj henti tepi
2022-06-28 08:42:16+00:00,koppatv,kenapa de paula dibeli jdt sedangkan sehingga sekarang beliau tidak ada minit permainan     hanya kerana johor tidak  ,gagal,kenapa de paula dibeli jdt sedangkan sehingga sekarang beliau tidak ada minit permainan hanya kerana johor tidak,"['kenapa', 'de', 'paula', 'dibeli', 'jdt', 'sedangkan', 'sehingga', 'sekarang', 'beliau', 'tidak', 'ada', 'minit', 'permainan', 'hanya', 'kerana', 'johor', 'tidak']","['de', 'paula', 'dibeli', 'jdt', 'beliau', 'minit', 'permainan', 'kerana', 'johor']",de paula beli jdt beliau minit main rana johor
2022-06-28 08:42:15+00:00,InvestorID,moody s konfirmasi rusia gagal bayar utang ,gagal,moody s konfirmasi rusia gagal bayar utang,"['moody', 's', 'konfirmasi', 'rusia', 'gagal', 'bayar', 'utang']","['moody', 's', 'konfirmasi', 'rusia', 'gagal', 'bayar', 'utang']",moody s konfirmasi rusia gagal bayar utang
2022-06-28 08:42:13+00:00,qnan_zp,mencoba hal baru dgn terus mencoba bila gagal  terus mnrus lakukan trial and error maka suatu saat psti menemuk  ,gagal,mencoba hal baru dengan terus mencoba bila gagal terus mnrus lakukan trial and error maka suatu saat pasti menemuk,"['mencoba', 'hal', 'baru', 'dengan', 'terus', 'mencoba', 'bila', 'gagal', 'terus', 'mnrus', 'lakukan', 'trial', 'and', 'error', 'maka', 'suatu', 'saat', 'pasti', 'menemuk']","['mencoba', 'mencoba', 'gagal', 'mnrus', 'lakukan', 'trial', 'and', 'error', 'menemuk']",coba coba gagal mnrus laku trial and error tuk
2022-06-28 08:41:48+00:00,1234Mhmm,    gagal masuk smp negeri     gagal masuk sma negeri      ga lolos sbmptn snmptn snmpn mandiri      gap year gagal la  ,gagal,gagal masuk sampai negeri gagal masuk sama negeri tidak lolos sbmptn snmptn snmpn mandiri gap year gagal la,"['gagal', 'masuk', 'sampai', 'negeri', 'gagal', 'masuk', 'sama', 'negeri', 'tidak', 'lolos', 'sbmptn', 'snmptn', 'snmpn', 'mandiri', 'gap', 'year', 'gagal', 'la']","['gagal', 'masuk', 'negeri', 'gagal', 'masuk', 'negeri', 'lolos', 'sbmptn', 'snmptn', 'snmpn', 'mandiri', 'gap', 'year', 'gagal', 'la']",gagal masuk negeri gagal masuk negeri lolos sbmptn snmptn snmpn mandiri gap year gagal la
2022-06-28 08:41:44+00:00,rahmatin_alfa,aku belum gagal  aku hanya berhenti disebuah koma  masih ada ba it kalimat yang kutempuh sebelum titik terakhir berjumpa ,gagal,aku belum gagal aku hanya berhenti disebuah koma masih ada ba it kalimat yang kutempuh sebelum titik terakhir berjumpa,"['aku', 'belum', 'gagal', 'aku', 'hanya', 'berhenti', 'disebuah', 'koma', 'masih', 'ada', 'ba', 'it', 'kalimat', 'yang', 'kutempuh', 'sebelum', 'titik', 'terakhir', 'berjumpa']","['gagal', 'berhenti', 'disebuah', 'koma', 'ba', 'it', 'kalimat', 'kutempuh', 'titik', 'berjumpa']",gagal henti buah koma ba it kalimat tempuh titik jumpa
2022-06-28 08:41:29+00:00,rrenebaes,jjur cape main pjsekai gagal fullcomb mulu,gagal,jujur cape main pjsekai gagal fullcomb mulu,"['jujur', 'cape', 'main', 'pjsekai', 'gagal', 'fullcomb', 'mulu']","['jujur', 'cape', 'main', 'pjsekai', 'gagal', 'fullcomb', 'mulu']",jujur cape main pjsekai gagal fullcomb mulu
2022-06-28 08:41:23+00:00,neveertheiess,atira gagal ga pake jilbab pas sma  ,gagal,atira gagal tidak pake jilbab ketika sama,"['atira', 'gagal', 'tidak', 'pake', 'jilbab', 'ketika', 'sama']","['atira', 'gagal', 'pake', 'jilbab']",atira gagal pake jilbab
2022-06-28 08:41:03+00:00,sariagri_id,rupiah selasa sore gagal bertahan jadi rp      per dolar as  sariagri pertanian,gagal,rupiah selasa sore gagal bertahan jadi rp per dolar as sariagri pertanian,"['rupiah', 'selasa', 'sore', 'gagal', 'bertahan', 'jadi', 'rp', 'per', 'dolar', 'as', 'sariagri', 'pertanian']","['rupiah', 'selasa', 'sore', 'gagal', 'bertahan', 'rp', 'dolar', 'as', 'sariagri', 'pertanian']",rupiah selasa sore gagal tahan rp dolar as sariagri tani
2022-06-28 08:40:40+00:00,RicedAnus,proses proses proses proses usaha gagal  bangun lagii  jatuh kena suplex  gapapa  nama jg manusia,gagal,proses proses proses proses usaha gagal bangun lagii jatuh kena suplex gapapa nama juga manusia,"['proses', 'proses', 'proses', 'proses', 'usaha', 'gagal', 'bangun', 'lagii', 'jatuh', 'kena', 'suplex', 'gapapa', 'nama', 'juga', 'manusia']","['proses', 'proses', 'proses', 'proses', 'usaha', 'gagal', 'bangun', 'lagii', 'jatuh', 'kena', 'suplex', 'gapapa', 'nama', 'manusia']",proses proses proses proses usaha gagal bangun lagi jatuh kena suplex gapapa nama manusia
2022-06-28 08:40:13+00:00,LopikaArtha,mantap pak anies           simak baik  ya videonya  biar gx gagal fahan         ,gagal,mantap pak anies simak baik ya videonya biar gx gagal fahan,"['mantap', 'pak', 'anies', 'simak', 'baik', 'ya', 'videonya', 'biar', 'gx', 'gagal', 'fahan']","['mantap', 'anies', 'simak', 'videonya', 'biar', 'gx', 'gagal', 'fahan']",mantap anies simak video biar gx gagal fahan
2022-06-28 08:40:04+00:00,SarahUms,gagal sekali kt bukit   ,gagal,gagal sekali kt bukit,"['gagal', 'sekali', 'kt', 'bukit']","['gagal', 'kt', 'bukit']",gagal kt bukit
2022-06-28 08:39:58+00:00,hzrt_,punyalah maki hamun kerajaan kleptokrat la gagal la  sekali dapat sokongan dari kerajaan gagal kleptokrat terus auto suci   ,gagal,punyalah maki hamun kerajaan kleptokrat la gagal la sekali dapat sokongan dari kerajaan gagal kleptokrat terus auto suci,"['punyalah', 'maki', 'hamun', 'kerajaan', 'kleptokrat', 'la', 'gagal', 'la', 'sekali', 'dapat', 'sokongan', 'dari', 'kerajaan', 'gagal', 'kleptokrat', 'terus', 'auto', 'suci']","['punyalah', 'maki', 'hamun', 'kerajaan', 'kleptokrat', 'la', 'gagal', 'la', 'sokongan', 'kerajaan', 'gagal', 'kleptokrat', 'auto', 'suci']",punya maki hamun raja kleptokrat la gagal la sokong raja gagal kleptokrat auto suci
2022-06-28 08:39:37+00:00,BengkeltanahONE, manusia gagal,gagal,manusia gagal,"['manusia', 'gagal']","['manusia', 'gagal']",manusia gagal
2022-06-28 08:39:16+00:00,VanillaBeanJoel,berawal dari iseng nonton akhirnya jadi salah satu anime favorit  singkat  padat  seru  dan bikin gagal move on   ,gagal,berawal dari iseng nonton akhirnya jadi salah satu anime favorit singkat padat seru dan bikin gagal move on,"['berawal', 'dari', 'iseng', 'nonton', 'akhirnya', 'jadi', 'salah', 'satu', 'anime', 'favorit', 'singkat', 'padat', 'seru', 'dan', 'bikin', 'gagal', 'move', 'on']","['iseng', 'nonton', 'salah', 'anime', 'favorit', 'singkat', 'padat', 'seru', 'bikin', 'gagal', 'move', 'on']",iseng nonton salah anime favorit singkat padat seru bikin gagal move on
2022-06-28 08:38:42+00:00,4dwyh_,   kali baru lulus  lesen auto   st gagal dua    nd gagal litar   rd baru lulus  ,gagal,kali baru lulus lesen auto st gagal dua nd gagal litar rd baru lulus,"['kali', 'baru', 'lulus', 'lesen', 'auto', 'st', 'gagal', 'dua', 'nd', 'gagal', 'litar', 'rd', 'baru', 'lulus']","['kali', 'lulus', 'lesen', 'auto', 'st', 'gagal', 'nd', 'gagal', 'litar', 'rd', 'lulus']",kali lulus lesen auto st gagal nd gagal litar rd lulus
2022-06-28 08:38:31+00:00,sahiloviie,aku gagal menjadi kul gara  zar dan acel,gagal,aku gagal menjadi kul gara zar dan acel,"['aku', 'gagal', 'menjadi', 'kul', 'gara', 'zar', 'dan', 'acel']","['gagal', 'kul', 'gara', 'zar', 'acel']",gagal kul gara zar acel
